陶都┃影音之家,#genre#
凤凰资讯频道,http://223.19.212.121:20121/bysid/257
凤凰资讯频道,http://wouu.net:9977/udp/239.93.1.4:2191   
凤凰资讯频道,http://www.erbao1981.top:8188/udp/239.76.246.134:1234
凤凰资讯频道,http://xbbhome.top:8888/udp/239.93.0.118:2191
凤凰资讯频道,http://xbbhome.top:8888/udp/239.93.1.4:2191
凤凰资讯频道,http://www.91dos.cn:4022/udp/239.61.3.10:9578
凤凰资讯频道,http://www.91dos.cn:4022/rtp/239.61.2.183:9086?Cf=cfss.cc
凤凰资讯频道,http://www.91dos.cn:4022/rtp/239.61.5.47:1025?Cf=cfss.cc  
凤凰资讯频道,http://171.213.196.163:8888/rtp/239.93.1.4:2191?Cf=cfss.cc  
 
凤凰香港频道,http://58.144.154.93:80/qctv.fengshows.cn/0701phk72.m3u8
凤凰香港频道,http://58.144.154.93/qctv.fengshows.cn/live/0701phk72.m3u8
凤凰香港频道,http://146.56.153.245:20121/bysid/259
凤凰香港频道,http://60.164.229.91:4040/rtp/239.255.30.123:8231
凤凰香港频道,http://223.19.212.121:20121/bysid/256
凤凰香港频道,http://www.lebaobei.top:6868/udp/239.255.30.123:8231

香港环球卫视,rtmp://live.pyscripter.com/HKgstv_com/www_hkgstv_com?auth_key=6001723702257-0-0-1a56ccd327477eb45e7da54c8be2a6b5

无线新闻频道,P2p://147.135.39.171:9906/665fe3b70003d98a2157b5c1769244d0
TVB 翡翠频道,http://221.127.18.221:9981/stream/channelid/1425740866?ticket=37673dd665bda3c180acd594ae364958a030382e&profile=pass
TVB Plus香港,P2p://generationnexxxt.com:19806/faf51cf453a84400be019b14939e49f6
明珠香港频道,P2p://generationnexxxt.com:19806/066930b0d2764f05a9b8a0019efe82fe
星空卫视频道,http://s.cdhongyuan.cn:4022/rtp/239.93.0.156:2193?Cf=cfss.cc
星空卫视频道,http://s.cdhongyuan.cn:4022/rtp/239.93.1.10:2193?Cf=cfss.cc
星空卫视频道,http://xeace.cn:8888/rtp/239.93.0.156:2193?Cf=cfss.cc
星空卫视频道,http://xeace.cn:8888/rtp/239.93.1.10:2193?Cf=cfss.cc
星空卫视频道,http://ayolee.com:5253/rtp/239.93.0.156:2193
星空卫视频道,http://ayolee.com:5253/rtp/239.93.1.10:2193
星空卫视频道,http://203.77.246.58:443/udp/239.1.1.142:5000
星空卫视频道,http://wouu.net:9977/rtp/239.93.1.10:2193
星空卫视频道,http://wouu.net:9977/udp/239.93.0.156:2193
星空卫视频道,http://171.213.196.163:8888/rtp/239.93.0.156:2193?Cf=cfss.cc
星空卫视频道,http://171.213.196.163:8888/rtp/239.93.1.10:2193?Cf=cfss.cc

无线新闻台,mitv://147.135.39.171:9906/66141a3d000c7a12f94c49ad085f4fe9
港台电视31,mitv://135.148.104.228:19806/c7cd517a9e5b44a9b6037c90f998627f
港台电视32,mitv://135.148.104.228:19806/8ef4a2b7bac54aba8b17dfd2071df91f
TVB Plus,mitv://135.148.104.228:19806/faf51cf453a84400be019b14939e49f6
TVB Plus,mitv://147.135.39.171:9906/65fd6048000be8b2a085bc4d061c504d
TVB娱乐新闻台,mitv://135.148.104.228:19806/e77d39049c07479ab0ff57800c6e5b06
无线新闻台,mitv://147.135.39.171:9906/665fe3b70003d98a2157b5c1769244d0
PopC,mitv://135.148.104.228:19806/3ae0f859370b4f17baec42495be6f043
ViuTVsix,mitv://135.148.104.228:19806/b6f920891ad9473ca6f839df7616f580
ViuTV,mitv://135.148.104.228:19806/956aa1340cd5439689da84cff7a5eaae
TVB星河,mitv://135.148.104.228:19806/e94f4c244af8464fb06eff4c9da250a6
TVB星河,mitv://135.148.104.228:19806/afcbb73766d64754bd8d35fc330aae1c
澳门莲花,mitv://135.148.104.228:19806/cd6e7bcddc7c4e6ea2e6d7b6dfa03ae8
戏曲台,mitv://135.148.104.228:19806/131a3f2bbae740fc982903c576a97920
千禧经典台,mitv://135.148.104.228:19806/b3069418cdff4c69bb544e4b1ff04d56
明珠台,mitv://135.148.104.228:19806/066930b0d2764f05a9b8a0019efe82fe
now财经台,mitv://135.148.104.228:19806/f0dd1f92af2845c2abd2ff29aff2b8ca
美亚电影台(粤语),mitv://135.148.104.228:19806/81ea49b841454e1c901ac507f231a581
18台,mitv://135.148.104.228:19806/2cd619b81446414fb605daa1e86bebd6
HOY资讯台,mitv://135.148.104.228:19806/f40dc92cdc224868b83be4156ec315dc
黄金翡翠台,mitv://135.148.104.228:19806/1444d681fb1b44d4a20ff001c2bb2f7c
PopC,mitv://135.148.104.228:19806/63cdb28090d949ed824376fab51fdd12
翡翠台,mitv://135.148.104.228:19806/2c1ef45c2c174f5c8df4d049e1cbccfd
now财经台,mitv://135.148.104.228:19806/415e15f33f8b4b5b95a400a406abd534
TVB娱乐新闻台,mitv://135.148.104.228:19806/05e767dba8fa48e9ba386ed231c94318
明珠台,mitv://135.148.104.228:19806/6ea5ab8d22f04024b3fac9bfb2b243aa
香港国际财经台,mitv://135.148.104.228:19806/b6594fa379204fc5b11ba4bc3fe7d932
TVB星河,mitv://135.148.104.228:19806/afcbb73766d64754bd8d35fc330aae1c
澳门莲花,mitv://135.148.104.228:19806/f7ac1f0fdbe64fcc82cee29e0b590242
澳门-MACAU,mitv://135.148.104.228:19806/a2bbc4a4feec4168804624c67fdea801
黄金翡翠台,mitv://135.148.104.228:19806/99b70f5afa114465aa463db0cfed6569
ViuTVsix,mitv://135.148.104.228:19806/ea75ceca822f454bb858845559d5fc55

耀才财经频道,https://v3.mediacast.hk/webcast/bshdlive-pc/chunklist_w99771165.m3u8
耀才财经频道,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
香港面包频道,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8?$官源
莲花卫视频道,http://php.jdshipin.com:8880/amlh.php
亚洲卫视频道,https://p2hs.vzan.com/slowlive/821481626725612417/live.m3u8
4k.🆗.修复全网,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8

.🆗.央视频道.🆗.,#genre#
player=1
郑铁有线,http://39.162.27.11:8081/newlive/live/hls/1/live.m3u8
郑铁有线,http://www.cnbvision.vip:8081/newlive/live/hls/1/live.m3u8
人民铁道,http://39.162.27.11:8081/newlive/live/hls/2/live.m3u8
人民铁道,http://www.cnbvision.vip:8081/newlive/live/hls/2/live.m3u8

CCTV1,http://s.cdhongyuan.cn:4022/rtp/239.93.0.184:5140?Cf=cfss.cc
CCTV2,http://s.cdhongyuan.cn:4022/rtp/239.93.1.23:6000?Cf=cfss.cc
CCTV3,http://s.cdhongyuan.cn:4022/rtp/239.93.1.11:2223?Cf=cfss.cc
CCTV4,http://s.cdhongyuan.cn:4022/rtp/239.93.1.105:5140?Cf=cfss.cc
CCTV5,http://s.cdhongyuan.cn:4022/rtp/239.93.42.37:5140?Cf=cfss.cc
CCTV5+,http://s.cdhongyuan.cn:4022/rtp/239.93.1.36:8004?Cf=cfss.cc
CCTV6,http://s.cdhongyuan.cn:4022/rtp/239.93.1.13:2226?Cf=cfss.cc
CCTV7,http://s.cdhongyuan.cn:4022/rtp/239.93.1.67:5140?Cf=cfss.cc
CCTV8,http://s.cdhongyuan.cn:4022/rtp/239.93.42.39:5140?Cf=cfss.cc
CCTV9,http://s.cdhongyuan.cn:4022/rtp/239.93.1.24:5140?Cf=cfss.cc
CCTV10,http://s.cdhongyuan.cn:4022/rtp/239.93.1.28:5140?Cf=cfss.cc
CCTV11,http://s.cdhongyuan.cn:4022/rtp/239.93.0.102:5140?Cf=cfss.cc
CCTV12,http://s.cdhongyuan.cn:4022/rtp/239.93.1.30:8124?Cf=cfss.cc
CCTV13,http://s.cdhongyuan.cn:4022/rtp/239.93.0.66:5140?Cf=cfss.cc
CCTV14,http://s.cdhongyuan.cn:4022/rtp/239.93.1.29:6000?Cf=cfss.cc
CCTV15,http://s.cdhongyuan.cn:4022/rtp/239.93.0.103:5140?Cf=cfss.cc
CCTV17,http://s.cdhongyuan.cn:4022/rtp/239.93.0.92:5140?Cf=cfss.cc

CCTV1,http://xeace.cn:8888/rtp/239.93.0.184:5140?Cf=cfss.cc
CCTV2,http://xeace.cn:8888/rtp/239.93.1.23:6000?Cf=cfss.cc
CCTV3,http://xeace.cn:8888/rtp/239.93.1.11:2223?Cf=cfss.cc
CCTV4,http://xeace.cn:8888/rtp/239.93.1.105:5140?Cf=cfss.cc
CCTV5,http://xeace.cn:8888/rtp/239.93.42.37:5140?Cf=cfss.cc
CCTV5+,http://xeace.cn:8888/rtp/239.93.1.36:8004?Cf=cfss.cc
CCTV6,http://xeace.cn:8888/rtp/239.93.1.13:2226?Cf=cfss.cc
CCTV7,http://xeace.cn:8888/rtp/239.93.1.67:5140?Cf=cfss.cc
CCTV8,http://xeace.cn:8888/rtp/239.93.42.39:5140?Cf=cfss.cc
CCTV9,http://xeace.cn:8888/rtp/239.93.1.24:5140?Cf=cfss.cc
CCTV10,http://xeace.cn:8888/rtp/239.93.1.28:5140?Cf=cfss.cc
CCTV11,http://xeace.cn:8888/rtp/239.93.0.102:5140?Cf=cfss.cc
CCTV12,http://xeace.cn:8888/rtp/239.93.1.30:8124?Cf=cfss.cc
CCTV13,http://s.cdhongyuan.cn:4022/rtp/239.93.0.66:5140?Cf=cfss.cc
CCTV14,http://xeace.cn:8888/rtp/239.93.1.29:6000?Cf=cfss.cc
CCTV15,http://xeace.cn:8888/rtp/239.93.0.103:5140?Cf=cfss.cc
CCTV17,http://xeace.cn:8888/rtp/239.93.0.92:5140?Cf=cfss.cc


CCTV1,http://60.164.229.91:4040/rtp/239.255.30.101:8231?Cf=cfss.cc
CCTV2,http://60.164.229.91:4040/rtp/239.255.30.179:8231?Cf=cfss.cc
CCTV3,http://60.164.229.91:4040/rtp/239.255.29.12:8231?Cf=cfss.cc
CCTV4,http://60.164.229.91:4040/rtp/239.255.30.83:8231?Cf=cfss.cc
CCTV5,http://60.164.229.91:4040/rtp/239.255.29.13:8231?Cf=cfss.cc
CCTV5+,http://60.164.229.91:4040/rtp/239.255.30.184:8231?Cf=cfss.cc
CCTV6,http://60.164.229.91:4040/rtp/239.255.29.14:8231?Cf=cfss.cc
CCTV7,http://60.164.229.91:4040/rtp/239.255.30.178:8231?Cf=cfss.cc
CCTV8,http://60.164.229.91:4040/rtp/239.255.29.15:8231?Cf=cfss.cc
CCTV9,http://60.164.229.91:4040/rtp/239.255.30.180:8231?Cf=cfss.cc
CCTV10,http://60.164.229.91:4040/rtp/239.255.30.181:8231?Cf=cfss.cc
CCTV11,http://60.164.229.91:4040/rtp/239.255.30.62:8231?Cf=cfss.cc
CCTV12,http://60.164.229.91:4040/rtp/239.255.30.182:8231?Cf=cfss.cc
CCTV13,http://60.164.229.91:4040/rtp/239.255.29.28:8231?Cf=cfss.cc
CCTV14,http://60.164.229.91:4040/rtp/239.255.30.183:8231?Cf=cfss.cc
CCTV15,http://60.164.229.91:4040/rtp/239.255.30.68:8231?Cf=cfss.cc
CCTV16,http://60.164.229.91:4040/rtp/239.255.30.88:8231?Cf=cfss.cc
CCTV17,http://60.164.229.91:4040/rtp/239.255.30.96:8231?Cf=cfss.cc

CCTV1,http://58.19.244.92:1111/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://58.19.244.92:1111/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://58.19.244.92:1111/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://58.19.244.92:1111/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://58.19.244.92:1111/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://58.19.244.92:1111/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://58.19.244.92:1111/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://58.19.244.92:1111/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://58.19.244.92:1111/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://58.19.244.92:1111/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://58.19.244.92:1111/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://58.19.244.92:1111/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://58.19.244.92:1111/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://58.19.244.92:1111/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://58.19.244.92:1111/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://58.19.244.92:1111/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0

CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8
CCTV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8
CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8


.🆗.央视频道.🆗.IPV6,#genre#
CCTV-1,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV-2,https://epg.pw/stream/e9ce2600ddd9798bc799287e8e331bbb84716754f777900fa8c20b9d7b376965.m3u8
CCTV-2,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8
CCTV-2,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV-3,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226021/index.m3u8
CCTV-4,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-5,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-5+,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8
CCTV-6,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-7,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV-8,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV-9,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-10,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225730/index.m3u8
CCTV-11,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV-12,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-13,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV-14,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV-15,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
CCTV-16,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226100/index.m3u8
CCTV-17,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8

CCTV-1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV-2,https://epg.pw/stream/e9ce2600ddd9798bc799287e8e331bbb84716754f777900fa8c20b9d7b376965.m3u8
CCTV-2,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8
CCTV-2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV-3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV-4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV-6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV-8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV-9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV-11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV-12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8
CCTV-14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV-15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV-16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV-17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8

CCTV-1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226016/index.m3u8
CCTV-2,https://epg.pw/stream/e9ce2600ddd9798bc799287e8e331bbb84716754f777900fa8c20b9d7b376965.m3u8
CCTV-2,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8
CCTV-3,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226021/index.m3u8
CCTV-4,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226007/index.m3u8
CCTV-5,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226019/index.m3u8
CCTV-5+,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8
CCTV-6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/index.m3u8
CCTV-7,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225733/index.m3u8
CCTV-8,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226008/index.m3u8
CCTV-9,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225734/index.m3u8
CCTV-10,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225730/index.m3u8
CCTV-11,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225597/index.m3u8
CCTV-12,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225731/index.m3u8
CCTV-13,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226011/index.m3u8
CCTV-14,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225732/index.m3u8
CCTV-15,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225601/index.m3u8
CCTV-16,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226100/index.m3u8
CCTV-17,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225765/index.m3u8

CCTV1[ipv6],https://epg.pw/stream/8f2fe0a36753daf5033df67666c94fbcb82d57e5f326733baa3fa5526c3c0bcd.m3u8
CCTV1[ipv6],https://epg.pw/stream/0708164a2201ab82eb0c3f2d3ede428571b1b4bb1b8d3cfb3a9ed1201dd2fe68.m3u8
CCTV1[ipv6],https://epg.pw/stream/429ae5e0377c05e43ec9fa7aae9d77ccafe257fdca1816d8044bfd285f231613.m3u8
CCTV1[ipv6],https://epg.pw/stream/9c278a43d5bf7e515412f079507a71cfb8a263ff4938b30757880c9c7cd972b7.m3u8
CCTV1[ipv6],https://epg.pw/stream/607c5648b5a826285f1e94ceab76066c767e2ba5e1623b753a6ab2f4e380199d.m3u8
CCTV1[ipv6],https://epg.pw/stream/b8dcdc7ba56cbf09277896dfa81c05756e3da4cc48c5b0ad6ea090ab987fb77a.m3u8
CCTV1[ipv6],https://epg.pw/stream/9b729e6c878984d044d0552a24528d74fe7ef50bf62542ff952688d80f70e770.m3u8
CCTV1[ipv6],https://epg.pw/stream/7571be7517df6df6bcc71c21ab322ff1359bf258421cfa8c310b5879ac535dc4.m3u8
CCTV2[ipv6],https://epg.pw/stream/9ae57cd4c14b62284d1867572b5c6d0eb610112cb78cb6bbc286e29f765cc7a5.m3u8
CCTV2[ipv6],https://epg.pw/stream/20786507e757fe067df9e9efbc2351b1124d211a591d4238ed5ba5520a252067.m3u8
CCTV2[ipv6],https://epg.pw/stream/f86540c126a751cc707e3805911549bd077fb5a7f0f53a824212d75addea3747.m3u8
CCTV2[ipv6],https://epg.pw/stream/e9ce2600ddd9798bc799287e8e331bbb84716754f777900fa8c20b9d7b376965.m3u8
CCTV2[ipv6],https://epg.pw/stream/0ff1a5df634b89d961ceb79e32ec6f09791aeca7014e15f5f8c6b8a92f5af3f1.m3u8
CCTV2[ipv6],https://epg.pw/stream/b1588dff37e0c4db282c42aef4ee6913d38baec2e947a471c86cd0c094f65ae3.m3u8
CCTV3[ipv6],https://epg.pw/stream/c7020b88aea35cfa13268ae17e657ef8e234ba0f8d3c87045520f9f12bb9355f.m3u8
CCTV3[ipv6],https://epg.pw/stream/792979f74e697c8690b1c342bd7328698fa5876d61949ac70adf91f52d5931e6.m3u8
CCTV3[ipv6],https://epg.pw/stream/bedd90f2589f214ccca54c6183c14974714e2a66a0492dc8f71126cdd5a2105f.m3u8
CCTV3[ipv6],https://epg.pw/stream/0e834c6cd6302e55436f760d91369a1e6fae39c2d713f28d9ae5c6134672c0cc.m3u8
CCTV3[ipv6],https://epg.pw/stream/f6401d4bed8cdb1050ddd7f4d8d0d85ffef76d785c9bfe0223987f5ff798e31b.m3u8
CCTV3[ipv6],https://epg.pw/stream/a799c53ed5dd62ad6ee57dcb8175e87c55adba9fa69dc3109df39ed59cae4ec3.m3u8
CCTV3[ipv6],https://epg.pw/stream/ce95ca1c8a1b4dabd5e70ceb7456b3cf03c762ca8f75676c3e75178dd3bbe6fa.m3u8
CCTV3[ipv6],https://epg.pw/stream/7361b754ebaf0853cb863bc4a3af9233d23c74c0e46a0aa7190d44f0389e0822.m3u8
CCTV4[ipv6],https://epg.pw/stream/4a3bc1c3647278aa55a85d191425ed035c72d091144e9c639b6938745c6224f3.m3u8
